url,headline,label
https://www.foxnews.com/sports/trump-reacts-tiger-woods-rollover-crash-golfer-faces-dui-charge-close-friend-mine,trump reacts tiger woods rollover crash golfer faces dui charge close friend mine,0
https://www.foxnews.com/world/irans-800m-oil-smuggling-scheme-uses-tankers-posing-iraqi-ships-dodge-blockade-,irans 800m oil smuggling scheme uses tankers posing iraqi ships dodge blockade,0
https://www.foxnews.com/media/james-carville-goes-profanity-laced-trump-tirade-says-he-hopes-president-doesnt-croak-before-midterms,james carville goes profanity laced trump tirade says he hopes president doesnt croak before midterms,0
https://www.nbcnews.com/business/markets/wall-street-cheers-third-vaccine-house-passage-stimulus-package-n1259137,wall street cheers third vaccine house passage stimulus package,1
https://www.foxnews.com/entertainment/megan-moroney-stuns-orange-bikini-during-friends-bahamas-bachelorette,megan moroney stuns orange bikini during friends bahamas bachelorette,0
https://www.nbcnews.com/news/us-news/cvs-mandates-full-covid-vaccination-some-employees-n1277517,cvs mandates full covid vaccination some employees,1
https://www.nbcnews.com/science/space/satellite-megaconstellations-could-have-extreme-impact-astronomy-report-finds-n1238178,satellite megaconstellations could have extreme impact astronomy report finds,1
https://www.foxnews.com/sports/nfl-restricts-access-draft-prospects-contact-info-2025-shedeur-sanders-prank-call-report,nfl restricts access draft prospects contact info 2025 shedeur sanders prank call report,0
https://www.nbcnews.com/politics/meet-the-press/whether-struggling-or-thriving-odds-are-you-re-getting-some-n1260994,whether struggling or thriving odds are you re getting some,1
https://www.foxnews.com/media/carville-predicts-trump-wont-president-next-year-threatens-democratic-retribution,carville predicts trump wont president next year threatens democratic retribution,0
https://www.nbcnews.com/news/us-news/all-together-new-orleanians-reflect-their-home-after-ida-s-n1278066,all together new orleanians reflect their home after ida s,1
https://www.foxnews.com/politics/florida-gop-gubernatorial-candidate-calls-sweeping-federal-limits-muslim-immigration,florida gop gubernatorial candidate calls sweeping federal limits muslim immigration,0
https://www.nbcnews.com/news/us-news/1-missing-7-rescued-boat-crash-boston-harbor-n1274275,1 missing 7 rescued boat crash boston harbor,1
https://www.foxnews.com/sports/nfl-free-agent-deebo-samuel-unveils-leg-tattoos-featuring-kobe-bryant-muhammad-ali-others,nfl free agent deebo samuel unveils leg tattoos featuring kobe bryant muhammad ali others,0
https://www.nbcnews.com/news/nbcblk/undergraduates-brown-vote-university-offer-reparations-n1262413,undergraduates brown vote university offer reparations,1
https://www.nbcnews.com/politics/meet-the-press/data-show-trump-didn-t-build-great-economy-he-inherited-n1237793,data show trump didn t build great economy he inherited,1
https://www.nbcnews.com/politics/2020-election/michael-cohen-records-campaign-ads-against-trump-don-t-believe-n1237926,michael cohen records campaign ads against trump don t believe,1
https://www.nbcnews.com/news/us-news/doorbell-video-captures-moment-plane-crashes-car-near-miami-killing-n1261165,doorbell video captures moment plane crashes car near miami killing,1
https://www.foxnews.com/us/christian-teacher-shot-ohio-home-husband-calls-911-police-deny-arrest-rumors-report,christian teacher shot ohio home husband calls 911 police deny arrest rumors report,0
https://www.foxnews.com/sports/team-usas-mark-derosa-responds-criticism-about-inviting-navy-seal-who-killed-bin-laden-speak-players,team usas mark derosa responds criticism about inviting navy seal who killed bin laden speak players,0
https://www.nbcnews.com/politics/2020-election/poll-less-half-americans-say-they-ll-get-coronavirus-vaccine-n1236971,poll less half americans say they ll get coronavirus vaccine,1
https://www.nbcnews.com/business/economy/fed-will-not-extend-pandemic-crisis-rule-had-allowed-banks-n1261538,fed will not extend pandemic crisis rule had allowed banks,1
https://www.foxnews.com/food-drink/americas-presidents-steaks-how-personal-taste-shaped-oval-office,americas presidents steaks how personal taste shaped oval office,0
https://www.nbcnews.com/politics/politics-news/us-imposes-new-cuba-sanctions-over-human-rights-abuses-n1274765,us imposes new cuba sanctions over human rights abuses,1
https://www.nbcnews.com/news/us-news/massachusetts-high-school-goes-online-after-student-party-without-masks-n1242159,massachusetts high school goes online after student party without masks,1
https://www.nbcnews.com/news/us-news/critical-race-theory-battles-are-driving-frustrated-exhausted-educators-out-n1273595,critical race theory battles are driving frustrated exhausted educators out,1
https://www.nbcnews.com/news/world/hotel-rwanda-hero-arrested-terror-charges-say-police-n1238904,hotel rwanda hero arrested terror charges say police,1
https://www.foxnews.com/tech/smart-travel-safety-tips-before-your-next-trip,smart travel safety tips before your next trip,0
https://www.foxnews.com/entertainment/danica-mckellar-names-wonder-years-co-star-shes-closest-with-decades-after-shows-end,danica mckellar names wonder years co star shes closest with decades after shows end,0
https://www.nbcnews.com/health/sexual-health/talking-about-risky-sex-can-cut-rates-sexually-transmitted-infections-n1237167,talking about risky sex can cut rates sexually transmitted infections,1
https://www.foxnews.com/media/reminders-him-director-says-prison-doesnt-define-persons-worth,reminders him director says prison doesnt define persons worth,0
https://www.foxnews.com/tech/burger-king-ai-listens-workers,burger king ai listens workers,0
https://www.nbcnews.com/politics/joe-biden/white-house-covid-relief-checks-could-reach-millions-end-month-n1260033,white house covid relief checks could reach millions end month,1
https://www.foxnews.com/politics/see-it-lawmakers-caught-vacation-amid-record-breaking-shutdown-while-dhs-workers-go-unpaid,see it lawmakers caught vacation amid record breaking shutdown while dhs workers go unpaid,0
https://www.nbcnews.com/politics/joe-biden/biden-touts-1-billion-investment-great-lakes-cleanup-part-infrastructu-rcna16672,biden touts 1 billion investment great lakes cleanup part infrastructu,1
https://www.foxnews.com/sports/team-usa-takes-home-gold-medal-freestyle-skiing-mixed-team-aerials-winter-olympics,team usa takes home gold medal freestyle skiing mixed team aerials winter olympics,0
https://www.foxnews.com/entertainment/jamie-lee-curtis-stuns-lingerie-photo-fans-say-shes-still-got-it,jamie lee curtis stuns lingerie photo fans say shes still got it,0
https://www.nbcnews.com/news/us-news/couple-who-yelled-white-power-black-man-his-girlfriend-arrested-n1235586,couple who yelled white power black man his girlfriend arrested,1
https://www.nbcnews.com/news/us-news/hawaii-judge-drops-murder-attempted-murder-charges-officers-teen-s-n1277140,hawaii judge drops murder attempted murder charges officers teen s,1
https://www.foxnews.com/us/trump-administration-sues-ucla-allegedly-fostering-hostile-workplace-jewish-employees,trump administration sues ucla allegedly fostering hostile workplace jewish employees,0
https://www.nbcnews.com/news/world/thousands-made-homeless-floods-bangladesh-rohingya-camps-n1275368,thousands made homeless floods bangladesh rohingya camps,1
https://www.nbcnews.com/politics/meet-the-press/house-moderates-provide-even-more-leverage-joe-manchin-reconciliation-n1277592,house moderates provide even more leverage joe manchin reconciliation,1
https://www.foxnews.com/tech/could-get-paid-googles-android-data-lawsuit,could get paid googles android data lawsuit,0
https://www.nbcnews.com/business/consumer/child-tax-credit-payments-could-act-stimulus-retailers-soon-month-n1273726,child tax credit payments could act stimulus retailers soon month,1
https://www.foxnews.com/opinion/david-marcus-mamdanis-jim-crow-2-0-snow-removal-operation-requires-id,david marcus mamdanis jim crow 2 0 snow removal operation requires id,0
https://www.foxnews.com/world/carnival-cruise-passenger-67-found-dead-snorkeling-coast-australia-excursion,carnival cruise passenger 67 found dead snorkeling coast australia excursion,0
https://www.foxnews.com/outkick-culture/lexie-brown-denies-involvement-klay-thompson-megan-thee-stallion-breakup-online-rumors,lexie brown denies involvement klay thompson megan thee stallion breakup online rumors,0
https://www.nbcnews.com/news/olympics/simone-biles-plans-compete-balance-beam-final-n1275662,simone biles plans compete balance beam final,1
https://www.foxnews.com/opinion/social-media-ruling-could-finally-push-companies-protect-our-kids,social media ruling could finally push companies protect our kids,0
https://www.foxnews.com/opinion/david-marcus-age-broken-institutions-filibuster-one-relic-we-cant-afford,david marcus age broken institutions filibuster one relic we cant afford,0
https://www.foxnews.com/media/illinois-guaranteed-income-advocates-push-permanent-statewide-cash-handout-program,illinois guaranteed income advocates push permanent statewide cash handout program,0
https://www.foxnews.com/entertainment/randy-travis-tour-vocalist-james-dupr-exposes-hard-reality-performing-country-icons-stroke,randy travis tour vocalist james dupr exposes hard reality performing country icons stroke,0
https://www.nbcnews.com/news/us-news/time-s-leader-roberta-kaplan-resigns-after-criticism-reportedly-aiding-n1276337,time s leader roberta kaplan resigns after criticism reportedly aiding,1
https://www.nbcnews.com/dateline/community-still-looking-answers-violent-2011-murder-david-grubbs-ashland-n1300742,community still looking answers violent 2011 murder david grubbs ashland,1
https://www.nbcnews.com/news/world/50-years-after-his-death-fans-honor-jim-morrison-paris-n1273056,50 years after his death fans honor jim morrison paris,1
https://www.nbcnews.com/news/us-news/it-s-impossible-lack-covid-safeguards-overwhelm-school-nurses-n1277299,it s impossible lack covid safeguards overwhelm school nurses,1
https://www.foxnews.com/world/israel-says-fighter-jet-took-down-iranian-warplane-first-shootdown-its-kind,israel says fighter jet took down iranian warplane first shootdown its kind,0
https://www.foxnews.com/world/who-el-mencho-inside-rise-cjngs-fallen-kingpin-cartel-he-built,who el mencho inside rise cjngs fallen kingpin cartel he built,0
https://www.nbcnews.com/news/us-news/man-charged-death-woman-town-son-s-naval-academy-induction-n1274020,man charged death woman town son s naval academy induction,1
https://www.foxnews.com/opinion/john-yoo-lefts-war-supreme-court-hit-terrifying-new-low,john yoo lefts war supreme court hit terrifying new low,0
https://www.nbcnews.com/news/us-news/dad-dying-lymphoma-asked-help-wife-daughter-got-it-n1244642,dad dying lymphoma asked help wife daughter got it,1
https://www.foxnews.com/media/jasmine-crockett-doesnt-anticipate-trump-canceling-midterm-elections,jasmine crockett doesnt anticipate trump canceling midterm elections,0
https://www.nbcnews.com/politics/donald-trump/gop-senate-candidate-j-d-vance-says-trump-views-suck-n1273303,gop senate candidate j d vance says trump views suck,1
https://www.nbcnews.com/news/d-day-80th-anniversary-gilgo-beach-rex-heuermann-morning-rundwon-rcna155792,d day 80th anniversary gilgo beach rex heuermann morning rundwon,1
https://www.foxnews.com/politics/tom-emmer-blasts-democrats-double-standard-save-act-they-require-photo-ids-own-dnc,tom emmer blasts democrats double standard save act they require photo ids own dnc,0
https://www.foxnews.com/politics/watch-trump-goes-viral-illustrating-how-cut-government-waste-his-favorite-white-house-pen,watch trump goes viral illustrating how cut government waste his favorite white house pen,0
https://www.nbcnews.com/news/heat-wave-continues-east-midwest-expands-west-rcna158426,heat wave continues east midwest expands west,1
https://www.nbcnews.com/news/us-news/u-s-reports-highest-covid-19-fatalities-month-real-death-n1236628,u s reports highest covid 19 fatalities month real death,1
https://www.nbcnews.com/business/economy/weekly-jobless-claims-total-745-000-vs-750-000-expected-n1259545,weekly jobless claims total 745 000 vs 750 000 expected,1
https://www.nbcnews.com/news/latino/houston-mourns-slain-fort-hood-soldier-vanessa-guillen-memorial-service-n1236780,houston mourns slain fort hood soldier vanessa guillen memorial service,1
https://www.foxnews.com/us/ups-plane-aborts-landing-near-miss-airport-november-crash-killed-15,ups plane aborts landing near miss airport november crash killed 15,0
https://www.nbcnews.com/news/world/aerial-footage-shows-scope-devastation-after-beirut-explosion-n1235875,aerial footage shows scope devastation after beirut explosion,1
https://www.nbcnews.com/news/us-news/liberty-university-virginia-orders-campus-wide-quarantine-amid-covid-spike-n1277865,liberty university virginia orders campus wide quarantine amid covid spike,1
https://www.foxnews.com/us/man-who-parole-after-prior-violent-offenses-now-accused-4-murders,man who parole after prior violent offenses now accused 4 murders,0
https://www.nbcnews.com/tech/sag-aftra-applauds-scarlett-johansson-rebuking-openai-voice-sounded-rcna153256,sag aftra applauds scarlett johansson rebuking openai voice sounded,1
https://www.nbcnews.com/news/us-news/florida-dad-accused-pushing-student-twisting-her-arm-during-school-n1277637,florida dad accused pushing student twisting her arm during school,1
https://www.foxnews.com/entertainment/model-tess-holliday-claims-she-denied-life-insurance-weighing-over-300-lbs,model tess holliday claims she denied life insurance weighing over 300 lbs,0
https://www.foxnews.com/media/celebrities-rage-against-film-festival-avoiding-political-issues-like-gaza,celebrities rage against film festival avoiding political issues like gaza,0
https://www.nbcnews.com/news/latino/need-visa-visit-u-s-expect-much-longer-wait-times-n1238103,need visa visit u s expect much longer wait times,1
https://www.foxnews.com/sports/russell-wilson-escalates-feud-sean-payton-labels-broncos-coach-classless,russell wilson escalates feud sean payton labels broncos coach classless,0
https://www.foxnews.com/sports/former-nuggets-coach-doug-moe-dies-after-cancer-battle-son-says,former nuggets coach doug moe dies after cancer battle son says,0
https://www.foxnews.com/us/chicago-alderman-says-police-handcuffed-stopping-teen-takeovers-mayor-brandon-johnson,chicago alderman says police handcuffed stopping teen takeovers mayor brandon johnson,0
https://www.nbcnews.com/politics/2020-election/biden-campaign-puts-vp-team-place-ahead-announcement-n1236359,biden campaign puts vp team place ahead announcement,1
https://www.foxnews.com/travel/airlines-prepare-record-breaking-spring-break-travel-surge-americans-prioritize-experiences,airlines prepare record breaking spring break travel surge americans prioritize experiences,0
https://www.nbcnews.com/politics/elections/toyota-will-stop-donating-republicans-who-objected-election-certification-n1273407,toyota will stop donating republicans who objected election certification,1
https://www.nbcnews.com/news/kate-middleton-online-conspiracy-theories-memes-rcna141027,kate middleton online conspiracy theories memes,1
https://www.foxnews.com/entertainment/prince-harry-meghan-markle-blasted-faux-royal-tour-experts-accuse-couple-exploiting-titles,prince harry meghan markle blasted faux royal tour experts accuse couple exploiting titles,0
https://www.nbcnews.com/politics/2020-election/rep-karen-bass-potential-vp-pick-addresses-her-past-praise-n1235589,rep karen bass potential vp pick addresses her past praise,1
https://www.nbcnews.com/politics/2020-election/not-just-politics-how-2020-campaign-dividing-houston-s-booming-n1242635,not just politics how 2020 campaign dividing houston s booming,1
https://www.foxnews.com/politics/ice-says-more-criminal-migrants-arrested-1-year-anniversary-program-support-victims-migrant-crime,ice says more criminal migrants arrested 1 year anniversary program support victims migrant crime,0
https://www.nbcnews.com/feature/nbc-out/opposing-sides-landmark-gay-marriage-case-unite-oppose-trump-s-n1244182,opposing sides landmark gay marriage case unite oppose trump s,1
https://www.nbcnews.com/news/world/meghan-accuses-royal-family-perpetuating-falsehoods-explosive-oprah-interview-n1259899,meghan accuses royal family perpetuating falsehoods explosive oprah interview,1
https://www.foxnews.com/outkick-culture/paige-spiranac-shows-kentucky-derby-love-ivana-knoll-stole-show-miami-grand-prix-grilling-season,paige spiranac shows kentucky derby love ivana knoll stole show miami grand prix grilling season,0
https://www.foxnews.com/food-drink/mark-cuban-credits-disgusting-sandwich-helping-him-boost-protein-beat-aging,mark cuban credits disgusting sandwich helping him boost protein beat aging,0
https://www.foxnews.com/world/peru-sinks-deeper-chaos-seventh-president-ten-years-ousted-chifagate-scandal,peru sinks deeper chaos seventh president ten years ousted chifagate scandal,0
https://www.foxnews.com/politics/lindsey-graham-us-iran-blockade-global-expansion,lindsey graham us iran blockade global expansion,0
https://www.nbcnews.com/politics/donald-trump/trump-physician-says-president-no-longer-considered-transmission-risk-others-n1242837,trump physician says president no longer considered transmission risk others,1
https://www.nbcnews.com/news/us-news/tennessee-mayor-lonnie-norman-dies-covid-19-n1242958,tennessee mayor lonnie norman dies covid 19,1
https://www.foxnews.com/opinion/ken-cuccinelli-virginia-voted-yes-courts-vote-way,ken cuccinelli virginia voted yes courts vote way,0
https://www.foxnews.com/opinion/david-marcus-democrats-do-him-dirty-stephen-a-smith-could-next-rfk-jr,david marcus democrats do him dirty stephen a smith could next rfk jr,0
https://www.nbcnews.com/politics/white-house/biden-administration-share-millions-astrazeneca-vaccine-doses-canada-mexico-n1261425,biden administration share millions astrazeneca vaccine doses canada mexico,1
https://www.foxnews.com/outkick-sports/oscar-delps-dog-going-nfl-draft,oscar delps dog going nfl draft,0
https://www.foxnews.com/media/cash-assistance-program-tailored-to-new-mothers,cash assistance program tailored to new mothers,0
https://www.nbcnews.com/news/us-news/boy-9-suspended-after-teacher-sees-bb-gun-his-room-n1242275,boy 9 suspended after teacher sees bb gun his room,1
https://www.nbcnews.com/business/business-news/grocery-delivery-once-luxury-becoming-mainstay-american-life-n1276336,grocery delivery once luxury becoming mainstay american life,1
https://www.nbcnews.com/news/us-news/professor-heart-condition-claims-she-was-told-she-could-no-n1273436,professor heart condition claims she was told she could no,1
https://www.foxnews.com/politics/irans-drone-swarms-challenge-us-air-defenses-troops-middle-east-face-rising-threats,irans drone swarms challenge us air defenses troops middle east face rising threats,0
https://www.foxnews.com/sports/uconns-braylon-mullins-hits-game-winning-3-pointer-shock-duke-advance-mens-final-four,uconns braylon mullins hits game winning 3 pointer shock duke advance mens final four,0
